time (min),differential refractive index data: differential refractive index  (RIU),Molar Mass  for Peak 1 : Molar Mass  (g/mol)
-1.661492586135864,-6.818152283180682e-008, 
-1.645809252802531,-5.880962661536028e-008, 
-1.629625919469198,-5.925303003264686e-008, 
-1.614092586135864,-5.970521021819281e-008, 
-1.598409252802531,-6.105426991774766e-008, 
-1.581709252802531,-6.180272991900114e-008, 
-1.566525919469198,-6.264775031530022e-008, 
-1.551009252802531,-6.348826980480075e-008, 
-1.535142586135864,-6.550691609562212e-008, 
-1.519292586135864,-6.364022807358042e-008, 
-1.503609252802531,-6.218119686142657e-008, 
-1.487909252802531,-6.221824633798089e-008, 
-1.471225919469198,-6.22420181394739e-008, 
-1.456375919469198,-6.64196593582985e-008, 
-1.440509252802531,-6.297914447435774e-008, 
-1.424492586135864,-6.185700331712763e-008, 
-1.408975919469198,-6.154089635825457e-008, 
-1.392942586135864,-6.121781299384257e-008, 
-1.377259252802531,-6.051902271916598e-008, 
-1.361559252802531,-6.061105719556348e-008, 
-1.345542586135864,-6.069881581050015e-008, 
-1.330025919469198,-6.113775674465238e-008, 
-1.313825919469198,-6.491560142509127e-008, 
-1.298309252802531,-6.282507456516808e-008, 
-1.282625919469198,-6.255031288462957e-008, 
-1.266592586135864,-6.274717519483873e-008, 
-1.251075919469198,-6.295101391059021e-008, 
-1.235225919469198,-6.040158189526301e-008, 
-1.219359252802531,-6.009114057342363e-008, 
-1.203675919469198,-6.053284810312566e-008, 
-1.187642586135864,-6.096982968068802e-008, 
-1.172125919469198,-5.962193665713344e-008, 
-1.156109252802531,-5.420472354577523e-008, 
-1.140575919469198,-5.377065232247229e-008, 
-1.124559252802531,-5.36552458435027e-008, 
-1.108875919469198,-5.354434027133336e-008, 
-1.093009252802531,-5.215507115785335e-008, 
-1.077159252802531,-5.304321619453152e-008, 
-1.061475919469198,-5.393361168460896e-008, 
-1.045775919469198,-5.644116521878452e-008, 
-1.029759252802531,-5.668232006737051e-008, 
-1.014059252802531,-5.352677428393341e-008, 
-0.9983759194691976,-5.302660608377359e-008, 
-0.9825259194691977,-5.336731114732264e-008, 
-0.9668259194691976,-5.371004161893323e-008, 
-0.9506425861358642,-4.916805836133944e-008, 
-0.9351259194691975,-4.953736985785765e-008, 
-0.9194259194691976,-4.990420585563716e-008, 
-0.9037425861358642,-5.104750494742114e-008, 
-0.8877259194691975,-4.988553507716373e-008, 
-0.8720259194691976,-4.790414492799214e-008, 
-0.8563425861358643,-4.712828199494728e-008, 
-0.8404759194691975,-4.938315243354173e-008, 
-0.8246259194691975,-5.163824791747729e-008, 
-0.8087759194691977,-4.779416164855543e-008, 
-0.7929092528025309,-4.451139684410518e-008, 
-0.7772259194691976,-4.310951800419585e-008, 
-0.7615425861358642,-4.170763916428652e-008, 
-0.7458425861358643,-4.042941444507753e-008, 
-0.729659252802531,-4.015289029948719e-008, 
-0.7139759194691976,-4.019479918426136e-008, 
-0.6982759194691977,-4.023648302369442e-008, 
-0.6825925861358643,-3.64376050850109e-008, 
-0.6667425861358642,-3.470932132215977e-008, 
-0.6510425861358642,-3.396972140103429e-008, 
-0.6350259194691976,-3.353982068547645e-008, 
-0.6193259194691976,-3.311419583137944e-008, 
-0.6036425861358643,-3.013496854993841e-008, 
-0.5879592528025308,-2.861008682177229e-008, 
-0.5719259194691977,-2.925743443870149e-008, 
-0.5560759194691975,-2.990725755436939e-008, 
-0.540059252802531,-2.936501300725581e-008, 
-0.5246925861358642,-2.78597590811877e-008, 
-0.5088425861358641,-2.721771723831625e-008, 
-0.4929925861358642,-2.710778059930882e-008, 
-0.4772925861358641,-2.699986936836295e-008, 
-0.4616092528025311,-2.150617349091062e-008, 
-0.4454092528025309,-2.207835089848659e-008, 
-0.4298925861358642,-2.265975516500078e-008, 
-0.414209252802531,-2.496224348663241e-008, 
-0.3981759194691974,-2.194299218389662e-008, 
-0.3824925861358643,-2.220810925487143e-008, 
-0.3668092528025311,-2.247322632584623e-008, 
-0.3511092528025308,-2.432142764613519e-008, 
-0.3350925861358642,-2.598277708165306e-008, 
-0.3194092528025307,-2.062167596749482e-008, 
-0.3037092528025309,-1.955929183674363e-008, 
-0.2876925861358644,-1.932658130870427e-008, 
-0.272159252802531,-1.9100397095525e-008, 
-0.2561425861358644,-1.8661543401582e-008, 
-0.2401259194691976,-1.6696384663479e-008, 
-0.2245925861358642,-1.566524777547174e-008, 
-0.2089092528025309,-1.463208547940462e-008, 
-0.193059252802531,-1.354460119014986e-008, 
-0.177359252802531,-1.314662349399741e-008, 
-0.161509252802531,-1.367241856456279e-008, 
-0.1458259194691975,-1.420046408852743e-008, 
-0.1299592528025311,-1.445878293867706e-008, 
-0.1142759194691976,-1.472520983581433e-008, 
-0.09840925280253088,-1.422701618618585e-008, 
-0.08239258613586431,-1.418450589630128e-008, 
-0.06687591946919747,-1.414874696661622e-008, 
-0.05084258613586434,-1.384397016322391e-008, 
-0.03515925280253085,-1.379522033449734e-008, 
-0.01947591946919758,-1.374647050577077e-008, 
-0.003442586135864234,-1.685874506299422e-008, 
0.01240741386413569,-1.326739748515903e-008, 
0.02792408053080231,-1.13313221093885e-008, 
0.04362408053080236,-1.044792478773527e-008, 
0.05964074719746915,-1.164843559265081e-008, 
0.07534074719746897,-1.285322225902718e-008, 
0.09102408053080224,-1.164563845620833e-008, 
0.107040747197469,-1.096246283455697e-008, 
0.1227407471974691,-1.090385067407937e-008, 
0.138590747197469,-1.084321310554191e-008, 
0.1542740805308023,-1.263316593135806e-008, 
0.1703074138641358,-1.156279576321973e-008, 
0.1858240805308025,-1.096594658223384e-008, 
0.2016740805308026,-1.288136145191236e-008, 
0.2177074138641357,-1.47943008228505e-008, 
0.2332240805308026,-1.156678907647664e-008, 
0.2490907471974693,-1.146150313711984e-008, 
0.2647740805308023,-1.135869269650342e-008, 
0.2804574138641356,-1.190974697086348e-008, 
0.2964907471974692,-1.194525170132441e-008, 
0.3123407471974693,-1.114226358001289e-008, 
0.3280240805308023,-1.102591473028742e-008, 
0.3438907471974688,-1.090709038182156e-008, 
0.3595740805308023,-1.328378274133274e-008, 
0.3752574138641358,-1.023091281322345e-008, 
0.3912907471974689,-9.664910768523229e-009, 
0.4068074138641356,-9.652972590959818e-009, 
0.4228240805308023,-9.634283053195191e-009, 
0.438690747197469,-9.265664807357101e-009, 
0.4543740805308025,-8.310910700953187e-009, 
0.4699074138641359,-8.848759880751821e-009, 
0.4859240805308023,-9.38008274568866e-009, 
0.5016074138641358,-1.018801439879186e-008, 
0.517307413864136,-9.754040603093846e-009, 
0.5333240805308024,-1.011805009697358e-008, 
0.548840747197469,-1.048881095105284e-008, 
0.5648740805308021,-1.28700968098849e-008, 
0.5805574138641356,-8.22877043206743e-009, 
0.5962407471974691,-6.822503749204538e-009, 
0.6122740805308022,-6.348677942284045e-009, 
0.6279574138641357,-6.719768200949252e-009, 
0.6438240805308024,-7.088382960874069e-009, 
0.6598407471974692,-4.752085476301111e-009, 
0.675190747197469,-4.803500059703892e-009, 
0.6912240805308025,-4.845687784166763e-009, 
0.706907413864136,-5.393605027093591e-009, 
0.7225907471974691,-2.713763750355195e-009, 
0.7386240805308026,-1.068386460872497e-009, 
0.7544740805308026,-1.576038743708288e-009, 
0.7701574138641356,-2.085941479945048e-009, 
0.7858574138641359,-7.760437094016113e-010, 
0.8015407471974694,5.036789223988012e-010, 
0.8174074138641361,1.178937327139606e-009, 
0.8330907471974691,1.851720233140021e-009, 
0.848940747197469,4.340641729996334e-009, 
0.8646407471974693,7.550989240825574e-009, 
0.8806574138641357,8.003381461840534e-009, 
0.8966740805308024,7.857269067629928e-009, 
0.912040747197469,7.702379905158251e-009, 
0.9280574138641358,1.001258786856445e-008, 
0.9437407471974688,1.535023094339224e-008, 
0.9596074138641355,1.544529684851174e-008, 
0.9754574138641359,1.554013770829013e-008, 
0.9911574138641357,1.541692552217313e-008, 
1.007007413864136,2.012704676573312e-008, 
1.022857413864136,2.148204242264615e-008, 
1.038390747197469,2.213829634548798e-008, 
1.054407413864136,2.280107658318992e-008, 
1.069924080530802,2.684648993364532e-008, 
1.085790747197469,2.803093465139986e-008, 
1.101474080530802,2.872339846697159e-008, 
1.117490747197469,2.942036318934358e-008, 
1.133357413864136,3.376734267978535e-008, 
1.149040747197469,4.10060918587511e-008, 
1.164740747197469,4.151145354722678e-008, 
1.180424080530802,4.16032548924067e-008, 
1.196440747197469,4.169955714438517e-008, 
1.212140747197469,4.391534780341117e-008, 
1.227824080530803,4.510815443759198e-008, 
1.243840747197469,4.474032072087111e-008, 
1.259540747197469,4.43682111426928e-008, 
1.275557413864136,4.616584819156526e-008, 
1.291240747197469,5.250663264885376e-008, 
1.306940747197469,5.282463450438604e-008, 
1.322624080530802,5.27752757982531e-008, 
1.338307413864136,5.272591709211847e-008, 
1.354174080530803,5.940370740815788e-008, 
1.370190747197469,6.158569015119193e-008, 
1.385724080530802,6.256300259950227e-008, 
1.401740747197469,6.409465687611078e-008, 
1.417424080530803,6.473369107569925e-008, 
1.433290747197469,7.068564696792217e-008, 
1.449140747197469,7.11292068102119e-008, 
1.464824080530803,7.129077604564158e-008, 
1.480690747197469,7.145482077980996e-008, 
1.496374080530802,7.29136838924885e-008, 
1.512057413864136,7.448081300289648e-008, 
1.528090747197469,7.605266806544413e-008, 
1.543607413864136,7.655412272688943e-008, 
1.559474080530803,7.860934235905619e-008, 
1.575157413864136,8.088769975146211e-008, 
1.591174080530803,8.143149820315184e-008, 
1.607040747197469,8.161166000669806e-008, 
1.622724080530802,8.178934631150389e-008, 
1.638407413864136,8.480093006634831e-008, 
1.654274080530803,8.620896055379143e-008, 
1.669957413864136,8.682841093248681e-008, 
1.685974080530803,8.745236221798244e-008, 
1.701674080530802,8.777109387926879e-008, 
1.717524080530803,8.976783263668392e-008, 
1.733224080530802,9.074224977458716e-008, 
1.748907413864136,9.171644186715097e-008, 
1.764924080530803,9.203828436002002e-008, 
1.780624080530802,9.398543213766653e-008, 
1.796307413864136,9.474640457150446e-008, 
1.811990747197469,9.475693896095443e-008, 
1.828024080530803,9.477219930254405e-008, 
1.843707413864136,1.014849288699606e-007, 
1.859557413864136,1.020933256126713e-007, 
1.875257413864136,1.019090412132972e-007, 
1.890940747197469,1.01724531768582e-007, 
1.907140747197469,1.042167640995552e-007, 
1.922657413864136,1.061053402125562e-007, 
1.938340747197469,1.067616014570221e-007, 
1.954374080530803,1.062435425383298e-007, 
1.969890747197469,1.057185072140969e-007, 
1.985907413864136,1.093966022849067e-007, 
2.001607413864136,1.0916003784781e-007, 
2.017290747197469,1.08923248365374e-007, 
2.033307413864136,1.069102259478882e-007, 
2.049007413864136,1.059471674438468e-007, 
2.064857413864135,1.088818250718694e-007, 
2.080724080530802,1.10280955222248e-007, 
2.096407413864136,1.102782251002469e-007, 
2.112090747197469,1.102754949782458e-007, 
2.127957413864136,1.127098864276223e-007, 
2.143640747197469,1.13820965277107e-007, 
2.159490747197469,1.129166387918867e-007, 
2.175190747197469,1.120102868986081e-007, 
2.191207413864136,1.155008676875365e-007, 
2.206724080530802,1.197749308610272e-007, 
2.222757413864136,1.215189721601979e-007, 
2.238607413864136,1.220240953421985e-007, 
2.254307413864136,1.236054191870683e-007, 
2.270157413864136,1.225863441103598e-007, 
2.285674080530803,1.215627681268528e-007, 
2.301707413864136,1.186089347842047e-007, 
2.317390747197469,1.169176398371301e-007, 
2.333074080530802,1.221336969900717e-007, 
2.349107413864136,1.226975495337087e-007, 
2.364790747197469,1.224652277649066e-007, 
2.380474080530802,1.222329059961028e-007, 
2.396340747197469,1.234768408302494e-007, 
2.412024080530802,1.25872353358942e-007, 
2.427874080530803,1.261134609954057e-007, 
2.443574080530802,1.262726152524517e-007, 
2.459424080530803,1.264337949175558e-007, 
2.475457413864136,1.303288393007098e-007, 
2.491307413864136,1.300004326587734e-007, 
2.506824080530802,1.296675251100351e-007, 
2.522690747197469,1.279184640752421e-007, 
2.538374080530803,1.288844444532944e-007, 
2.554390747197469,1.309828307540599e-007, 
2.570257413864136,1.317528529941412e-007, 
2.585940747197469,1.313931994132527e-007, 
2.601790747197469,1.310357962857651e-007, 
2.617490747197468,1.349795965048847e-007, 
2.633174080530803,1.347052014787696e-007, 
2.64904074719747,1.344332819513932e-007, 
2.664724080530802,1.335807570876555e-007, 
2.680574080530803,1.338219585865387e-007, 
2.696440747197469,1.345519337795612e-007, 
2.712124080530802,1.345220787767682e-007, 
2.727807413864136,1.344922237739751e-007, 
2.743674080530803,1.349106380742459e-007, 
2.759524080530803,1.353155268790245e-007, 
2.775374080530802,1.349775992413342e-007, 
2.791240747197469,1.346398966489817e-007, 
2.806757413864136,1.359769172827422e-007, 
2.82279074719747,1.370764204095128e-007, 
2.838474080530802,1.374051071042449e-007, 
2.854324080530803,1.358291722250177e-007, 
2.870024080530802,1.342512119377323e-007, 
2.885707413864136,1.362919609336382e-007, 
2.901724080530802,1.370146652290249e-007, 
2.917424080530803,1.368819000406401e-007, 
2.933274080530802,1.367511602603135e-007, 
2.948957413864136,1.369476359908638e-007, 
2.964824080530803,1.380538916006524e-007, 
2.980507413864135,1.386653258616302e-007, 
2.996374080530802,1.354499115598353e-007, 
3.012057413864136,1.322320217593017e-007, 
3.028074080530803,1.320672525463796e-007, 
3.043940747197469,1.365508000090318e-007, 
3.059457413864136,1.363039788949323e-007, 
3.075140747197469,1.360594082342338e-007, 
3.091007413864135,1.349908239494755e-007, 
3.107190747197469,1.376049477672734e-007, 
3.122540747197468,1.369289791920136e-007, 
3.138574080530803,1.362622374756937e-007, 
3.154090747197469,1.343244108124672e-007, 
3.170124080530802,1.345725704777983e-007, 
3.185807413864136,1.343700629671549e-007, 
3.201657413864136,1.341698059099107e-007, 
3.217357413864136,1.328467056850414e-007, 
3.233040747197469,1.328656148811989e-007, 
3.249057413864136,1.335125940351504e-007, 
3.264757413864135,1.325716099625861e-007, 
3.28044074719747,1.316304008446806e-007, 
3.296457413864135,1.285405106564568e-007, 
3.312157413864136,1.300866100664126e-007, 
3.328007413864136,1.304235652170466e-007, 
3.343690747197469,1.289276309100719e-007, 
3.359724080530802,1.274364225552369e-007, 
3.375240747197469,1.289020341966312e-007, 
3.391107413864136,1.27873850964817e-007, 
3.406957413864136,1.268454426876651e-007, 
3.422807413864136,1.243258583162324e-007, 
3.438507413864135,1.230802809063517e-007, 
3.454190747197469,1.275057163280152e-007, 
3.470040747197469,1.278884209557742e-007, 
3.485907413864136,1.27790462699242e-007, 
3.501590747197469,1.276900289439711e-007, 
3.517274080530802,1.268986794154303e-007, 
3.533140747197469,1.266693898702821e-007, 
3.548824080530803,1.264376248263936e-007, 
3.56469074719747,1.214124309790809e-007, 
3.580374080530802,1.197225448755343e-007, 
3.596224080530803,1.232353191197678e-007, 
3.612257413864136,1.236894352444513e-007, 
3.628107413864135,1.241410758703944e-007, 
3.643624080530802,1.246073784127769e-007, 
3.659490747197469,1.251444080823088e-007, 
3.675174080530803,1.237549117848904e-007, 
3.691190747197469,1.223699163942723e-007, 
3.706890747197469,1.193045405383426e-007, 
3.722740747197468,1.186427691775471e-007, 
3.738607413864135,1.194796312208518e-007, 
3.754124080530803,1.195265287223725e-007, 
