,Frame,Position,Membrane signal,Cytoplasmic signal
0,0,0,241.53170672533162,-20.112226721578228
1,0,1,174.07093313264104,-20.112226721578228
2,0,2,-20.261491108619552,-20.112226721578228
3,0,3,203.19444802397115,-20.112226721578228
4,0,4,214.1668146100789,-20.112226721578228
5,0,5,173.55744147211183,-20.112226721578228
6,0,6,174.7914693912748,-20.112226721578228
7,0,7,62.77379955038605,-20.112226721578228
8,0,8,95.87367189813598,-20.112226721578228
9,0,9,-270.61909276754653,-20.112226721578228
10,0,10,32.906858708180614,-20.112226721578228
11,0,11,-20.302316915107102,-20.112226721578228
12,0,12,112.35855107107795,-20.112226721578228
13,0,13,105.9302923442376,-20.112226721578228
14,0,14,170.15162771429112,-20.112226721578228
15,0,15,313.93606247477237,-20.112226721578228
16,0,16,-64.04215039294365,-20.112226721578228
17,0,17,179.00088834532076,-20.112226721578228
18,0,18,132.68089432551693,-20.112226721578228
19,0,19,-181.95863898564372,-20.112226721578228
20,0,20,-461.7101227091434,-20.112226721578228
21,0,21,136.66010156615621,-20.112226721578228
22,0,22,157.839413399104,-20.112226721578228
23,0,23,-210.16536584016035,-20.112226721578228
24,0,24,91.06898995706963,-20.112226721578228
25,0,25,118.01085422994609,-20.112226721578228
26,0,26,210.47043997854965,-20.112226721578228
27,0,27,44.973983342992256,-20.112226721578228
28,0,28,163.24270481298743,-20.112226721578228
29,0,29,168.4906414879327,-20.112226721578228
30,0,30,49.38483593574471,-20.112226721578228
31,0,31,-187.32463597027626,-20.112226721578228
32,0,32,-230.21300689947813,-20.112226721578228
33,0,33,-242.75935602234853,-20.112226721578228
34,0,34,-14.781181561936497,-20.112226721578228
35,0,35,135.2573840042925,-20.112226721578228
36,0,36,51.992234750238985,-20.112226721578228
37,0,37,-22.555107332391966,-20.112226721578228
38,0,38,-43.02998743193326,-20.112226721578228
39,0,39,73.21214631880362,-20.112226721578228
40,0,40,81.40438008612979,-20.112226721578228
41,0,41,-7.486149008148397,-20.112226721578228
42,0,42,-173.44438733125446,-20.112226721578228
43,0,43,-319.3298537323386,-20.112226721578228
44,0,44,87.24204596718091,-20.112226721578228
45,0,45,269.2992400236685,-20.112226721578228
46,0,46,-273.3359302168956,-20.112226721578228
47,0,47,29.341454521030098,-20.112226721578228
48,0,48,290.4173487804913,-20.112226721578228
49,0,49,-225.6919868901336,-20.112226721578228
50,0,50,-174.91943494422927,-20.112226721578228
51,0,51,223.7989873473492,-20.112226721578228
52,0,52,173.5967267205404,-20.112226721578228
53,0,53,127.9879176128408,-20.112226721578228
54,0,54,244.82459531545302,-20.112226721578228
55,0,55,124.8609063187069,-20.112226721578228
56,0,56,209.80024982841994,-20.112226721578228
57,0,57,-19.271972891438494,-20.112226721578228
58,0,58,-260.70606113680213,-20.112226721578228
59,0,59,-126.42915518518505,-20.112226721578228
60,0,60,-87.64722696554203,-20.112226721578228
61,0,61,313.0512428099381,-20.112226721578228
62,0,62,-151.957290208491,-20.112226721578228
63,0,63,175.04992282475592,-20.112226721578228
64,0,64,-143.24119910270977,-20.112226721578228
65,0,65,73.15013433110474,-20.112226721578228
66,0,66,91.90509615064244,-20.112226721578228
67,0,67,298.50548125966804,-20.112226721578228
68,0,68,117.96570240317253,-20.112226721578228
69,0,69,115.32705033922713,-20.112226721578228
70,0,70,189.9210862206729,-20.112226721578228
71,0,71,59.6079287271813,-20.112226721578228
72,0,72,-86.38046980958929,-20.112226721578228
73,0,73,164.4728175823012,-20.112226721578228
74,0,74,153.0322106337223,-20.112226721578228
75,0,75,338.4542769771336,-20.112226721578228
76,0,76,215.88961917474032,-20.112226721578228
77,0,77,261.55737853531167,-20.112226721578228
78,0,78,178.34427971443876,-20.112226721578228
79,0,79,133.6746680385126,-20.112226721578228
80,0,80,238.4362920155123,-20.112226721578228
81,0,81,244.76556510191236,-20.112226721578228
82,0,82,100.84114926324675,-20.112226721578228
83,0,83,114.13806776079329,-20.112226721578228
84,0,84,185.99298117338904,-20.112226721578228
85,0,85,164.195961815437,-20.112226721578228
86,0,86,179.75991153915706,-20.112226721578228
87,0,87,197.00550431686605,-20.112226721578228
88,0,88,32.92588733544245,-20.112226721578228
89,0,89,273.05492261979066,-20.112226721578228
90,0,90,-119.85885117849786,-20.112226721578228
91,0,91,-37.70521332265112,-20.112226721578228
92,0,92,427.90322402597644,-20.112226721578228
93,0,93,168.05567173764965,-20.112226721578228
94,0,94,104.20964391105767,-20.112226721578228
95,0,95,29.27658812885405,-20.112226721578228
96,0,96,146.17018074014473,-20.112226721578228
97,0,97,-135.0096730157236,-20.112226721578228
98,0,98,145.55786826711977,-20.112226721578228
99,0,99,272.4580894502245,-20.112226721578228
0,1,0,241.53170672533162,-20.112226721578228
1,1,1,174.07093313264104,-20.112226721578228
2,1,2,-20.261491108619552,-20.112226721578228
3,1,3,203.19444802397115,-20.112226721578228
4,1,4,214.1668146100789,-20.112226721578228
5,1,5,173.55744147211183,-20.112226721578228
6,1,6,174.7914693912748,-20.112226721578228
7,1,7,62.77379955038605,-20.112226721578228
8,1,8,95.87367189813598,-20.112226721578228
9,1,9,-270.61909276754653,-20.112226721578228
10,1,10,32.906858708180614,-20.112226721578228
11,1,11,-20.302316915107102,-20.112226721578228
12,1,12,112.35855107107795,-20.112226721578228
13,1,13,105.9302923442376,-20.112226721578228
14,1,14,170.15162771429112,-20.112226721578228
15,1,15,313.93606247477237,-20.112226721578228
16,1,16,-64.04215039294365,-20.112226721578228
17,1,17,179.00088834532076,-20.112226721578228
18,1,18,132.68089432551693,-20.112226721578228
