,Frame,Position,Membrane signal,Cytoplasmic signal
0,0,0,650.0514774770186,341.80003177505205
1,0,1,350.7280532171093,428.4077336985118
2,0,2,153.31443453717614,568.7444206420976
3,0,3,421.6560654369601,562.7001498390496
4,0,4,826.0258208753679,253.34976992065626
5,0,5,133.7775287131691,535.8612681093225
6,0,6,323.5093562301668,538.7093145737266
7,0,7,32.129974010339446,579.4598600603899
8,0,8,580.0147181925075,315.774873770812
9,0,9,232.11278366207884,461.100982645213
10,0,10,487.4722971125926,504.8564518072458
11,0,11,689.2712934814505,261.11718673737676
12,0,12,599.0059262869919,410.8527774453986
13,0,13,737.5041583118749,294.5065965053943
14,0,14,651.0750798227573,300.884358115553
15,0,15,363.7266717599142,397.19535991537447
16,0,16,580.3619005374567,421.7960452133526
17,0,17,300.37399005079834,499.2904923657472
18,0,18,492.1053822928833,481.3082538251405
19,0,19,437.65798384712485,458.53276795682
20,0,20,382.78360990056956,552.3705365896532
21,0,21,286.9421992710514,385.12534362768105
22,0,22,243.49723987380875,431.7396030030751
23,0,23,490.4555077035204,407.633437720733
24,0,24,-3.709364014615398,481.12357118540575
25,0,25,533.4146933309719,328.6257368835021
26,0,26,623.0964033731647,207.5935054308527
27,0,27,355.54705633240235,269.07395370018463
28,0,28,468.57181092431455,315.3252667764558
29,0,29,664.5815917034039,194.85784107677674
30,0,30,617.7735110546781,290.51167485141
31,0,31,256.4782978392665,331.5240028204179
32,0,32,622.4529915836555,253.30938360371124
33,0,33,232.37206572784203,406.4419715333538
34,0,34,369.20318008533377,340.7225683747546
35,0,35,618.8864600631373,112.39021062903997
36,0,36,46.79968131021643,448.3267537688547
37,0,37,367.23130084937833,297.2881169470684
38,0,38,228.07183719489714,279.26861851706406
39,0,39,331.7030775486581,306.2468391165688
40,0,40,422.07737027766814,193.6930074954983
41,0,41,659.2483136485173,242.16132633064413
42,0,42,497.99151113845824,259.50347135984185
43,0,43,479.7385522296649,214.59655790618098
44,0,44,536.103560364105,216.5064589485954
45,0,45,41.52176840498549,478.6912833239351
46,0,46,624.5517349525254,128.36076245229194
47,0,47,195.40993213509964,294.98196538739586
48,0,48,285.16966713433,287.11505618161266
49,0,49,189.58451150508319,309.4162471305467
50,0,50,78.06416478278716,366.8549360080755
51,0,51,439.8842419548394,247.2635640973034
52,0,52,214.96037819074178,490.19840970796787
53,0,53,481.348210708565,179.1626193090235
54,0,54,187.76726784238596,412.9140197463542
55,0,55,289.0943856852564,270.410423561622
56,0,56,517.2108733580483,253.01044423903187
57,0,57,296.36846582710825,341.98416654193414
58,0,58,371.8736284517729,328.44796899276463
59,0,59,410.36578064421184,248.87196581863134
60,0,60,181.05573948260812,332.8307400117889
61,0,61,-39.220070665771956,573.7896415673339
62,0,62,327.21713818114137,191.19690259629334
63,0,63,39.48506115013501,482.8357298623219
64,0,64,175.97311733482974,336.56697490278646
65,0,65,444.72381280120254,447.979620612835
66,0,66,362.1093810800262,363.94661613428696
67,0,67,319.4009974660718,354.2478904437049
68,0,68,154.75338996793357,394.52972913551156
69,0,69,104.22199037429266,531.2213542885969
70,0,70,95.31467606513262,496.70195294831905
71,0,71,208.26191689355053,546.4398004107121
72,0,72,-91.96538596019124,670.9619464257723
73,0,73,191.32377493871118,477.84317344448834
74,0,74,264.05893978932085,563.945479033802
75,0,75,652.7213279289803,332.9953563781205
76,0,76,328.650726341974,397.7086364559384
77,0,77,314.31656100320527,334.0255230399079
78,0,78,316.0694948729635,558.0348939475672
79,0,79,-30.368587995633742,499.5830225922525
80,0,80,86.61049555475513,556.8949120006989
81,0,81,243.81760257734132,549.5392118628657
82,0,82,345.4196792392573,313.32280351549207
83,0,83,161.7790781290546,463.9212485603015
84,0,84,459.9403473560885,465.4609394899691
85,0,85,142.2857593766404,584.1765041066335
86,0,86,328.6566271981738,399.2805737742655
87,0,87,534.8564064388825,424.777530786564
88,0,88,412.966902427973,418.57233360387175
89,0,89,26.662428822194872,488.85215039476446
90,0,90,455.039407751326,503.7004738694228
91,0,91,488.9270066873699,323.63689085857936
92,0,92,150.63365239558442,641.492387772132
93,0,93,583.1641740615547,260.8235337064342
94,0,94,432.49724712520606,404.4408883184944
95,0,95,585.5907749854864,344.78620094032544
96,0,96,895.2284605512455,242.00058856940063
97,0,97,577.847202210209,331.8552038584986
98,0,98,678.614150671927,362.24043362053914
99,0,99,681.7297642227096,312.41489757039756
0,1,0,2764.382939168057,1135.8932390527686
1,1,1,3196.2237360836325,944.867296162321
2,1,2,3192.2262977812993,770.8313421025119
3,1,3,2739.6931777318323,1144.7935656086083
4,1,4,3154.36062225322,886.6229875989837
5,1,5,2439.2895646841102,1209.9682055424814
6,1,6,2191.4903899721653,1150.5046470690645
7,1,7,1905.2251425892464,1221.7270954399553
8,1,8,1823.8015460969525,1202.620724034936
9,1,9,1796.9848243999868,1241.0876395774005
10,1,10,2096.1000788763745,1002.3319496770666
11,1,11,1895.8390445703187,1300.2791099119388
12,1,12,2499.8719435741605,1001.8328531553694
13,1,13,1888.8410276752293,1175.0782241444003
14,1,14,1686.27658465242,1445.8373385309337
15,1,15,1764.3978769201087,1277.0302234354774
16,1,16,1763.6756460906743,1277.8011555436951
17,1,17,2493.293189956012,949.7215782250574
18,1,18,1957.3313529893776,1077.2654331546921
19,1,19,1760.5516997182508,1078.2326132671815
20,1,20,1743.301579411317,1044.06547737369
21,1,21,1651.997243460979,1088.4711804324534
22,1,22,1995.5672503216351,1013.8589478120025
23,1,23,2022.9526332509824,1156.9160851854708
24,1,24,1863.1401391468837,876.2575974923509
25,1,25,1434.478745463818,1107.307149744998
26,1,26,1259.7643885449029,1270.2537818512585
27,1,27,1574.8825482322225,1018.6638912724388
28,1,28,1516.8729403830232,984.2631099336978
29,1,29,1429.1909801950944,1114.8040296188685
30,1,30,1160.5212372880576,1201.6125548127218
31,1,31,1779.176873462998,1092.9338966884138
32,1,32,1114.6197682783848,1197.2444925605075
33,1,33,1162.496198164388,1134.9696054412104
34,1,34,1569.7060924388004,970.0970226026074
35,1,35,1145.1442678433807,1093.418936648442
36,1,36,1311.2995069053306,941.806307146087
37,1,37,1411.370252211926,1034.0753440005114
38,1,38,1628.3147682926392,832.652815527569
39,1,39,1631.1063703844839,946.8926411864004
40,1,40,1542.0682465770567,1065.0742499270318
41,1,41,1918.8459975821563,910.2316269741634
42,1,42,1710.2455540318497,950.3930546589801
43,1,43,1847.7559083006058,970.8045508837967
44,1,44,1418.4419077083246,1068.050740031629
45,1,45,1627.9545525315616,925.3572141162347
46,1,46,1580.0569899926918,970.3073395449234
47,1,47,1403.3714808388381,798.1620589404879
48,1,48,1551.2805072570466,837.5615099755057
49,1,49,1816.013718621849,832.9656914503531
50,1,50,1586.8639975904316,944.185041434525
51,1,51,1362.7625824371564,1099.5291202635494
52,1,52,1510.0598287247353,1130.0853469087103
53,1,53,1782.355888338892,805.7100350923372
54,1,54,1733.4906707482846,867.9914835820575
55,1,55,1436.6726398218843,842.1880341430932
56,1,56,1369.7104217006497,1028.9861703403062
57,1,57,1329.9638683995852,953.7220913200354
58,1,58,1287.4908969671592,924.4893361404037
59,1,59,1230.7365555367282,1024.8745866866018
60,1,60,1177.1725390930437,1042.5558275621866
61,1,61,1442.9586080135814,853.0320429350306
62,1,62,1387.3233409811075,1002.4592485336841
63,1,63,1600.8548254607786,811.5276858053063
64,1,64,1458.8193776251642,1036.203031484126
65,1,65,1121.4699727351988,1096.931788384735
66,1,66,1428.985301559563,951.4065547021879
67,1,67,1941.3293775897826,904.7147567679166
68,1,68,1748.732757952512,1082.7989260767342
69,1,69,1702.1829256277792,1034.59236312093
70,1,70,1113.2626577397582,1247.2599697285996
71,1,71,886.8462503724062,1418.2942851023556
72,1,72,1385.7266167425664,1124.699996536475
73,1,73,1429.6179918666169,1035.5466536783354
74,1,74,1320.9080777721072,1160.4927633331636
75,1,75,1298.7012656941522,1148.853640760178
76,1,76,1262.2694475711853,1190.394466969954
77,1,77,1515.1055979338773,1123.467267890728
78,1,78,1715.0579040063665,1024.5973758568562
79,1,79,1709.8019681332653,1069.7936568164992
80,1,80,2067.4575499282478,1063.4335909160964
81,1,81,1675.311085321355,1095.2917271524473
82,1,82,1545.1623930856088,1122.2096640506727
83,1,83,1919.478522870931,981.8414905989397
84,1,84,1972.2719480262585,1109.003022044111
85,1,85,2016.625812989379,1000.6023028305158
86,1,86,1694.9879710172793,1076.9140114703316
87,1,87,1813.7419911640445,1121.6750038820112
88,1,88,1634.3062176937674,1034.1162351112168
89,1,89,1555.3932124474256,1265.0622931655103
90,1,90,1916.123514288275,1228.4667873864264
91,1,91,1428.1932777862344,1494.2177499725888
92,1,92,2127.8899321610024,1200.4045535781677
93,1,93,2471.0704223860766,1048.8445597183174
94,1,94,2813.4433745653114,950.6798643460721
95,1,95,2487.265907726891,1003.9004890105047
96,1,96,2776.1452784687567,924.4763600887178
97,1,97,2795.448104082284,1100.0289173377105
98,1,98,2911.4908071348486,970.7500141837426
99,1,99,2707.3848381952425,1169.904075889471
0,2,0,1030.5104348865746,213.1461185391269
1,2,1,258.01711679951836,729.9896448231941
